coreid	identifier	format	accessURI	rights	owner	creator	type	idigbio_recordSetID
c8752e66-91eb-4e1e-84c6-741951ca49fd	urn:uuid:825f7f6e-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00118202.jpg	http://creativecommons.org/licenses/by/4.0/	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
acab3c05-d9cd-494d-8dbc-8ac6ef4bc5c2	urn:uuid:825f3590-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00118209.jpg	http://creativecommons.org/licenses/by/4.0/	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
0c945aa0-41d6-40cb-948e-5efcbedea6af	urn:uuid:825e8640-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00119080.jpg	http://creativecommons.org/licenses/by/4.0/	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
6a4e4348-c9a0-4b18-b48d-cc999d116cde	urn:uuid:825e89ba-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00119084.jpg	http://creativecommons.org/licenses/by/4.0/	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
a97f3551-0306-420b-9999-22aa991cb795	urn:uuid:825eb46c-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00119106.jpg	http://creativecommons.org/licenses/by/4.0/	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
8481fe3b-93d7-4ea8-8bf9-04e67fea9933	urn:uuid:82b395e0-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00119108.jpg	http://creativecommons.org/licenses/by/4.0/	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
66aa57bf-8271-4fe2-b25d-ebf87e618529	urn:uuid:825eb598-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00119109.jpg	http://creativecommons.org/licenses/by/4.0/	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
31917ace-d16a-4757-b203-a4a76fc1f25d	urn:uuid:825e87f8-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00119458.jpg	http://creativecommons.org/licenses/by/4.0/	University of California, Berkeley	University of California, Berkeley	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
70193a3a-2f2d-4cd8-81bc-cee04bc9e717	urn:uuid:825e888e-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00119459.jpg	http://creativecommons.org/licenses/by/4.0/	University of California, Berkeley	University of California, Berkeley	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
fcabd387-375e-4499-9d71-a4929300477e	urn:uuid:82b389a6-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00184619.jpg	http://creativecommons.org/licenses/by/4.0/	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
647028ac-d5b3-4a33-afe0-c86aab94bdc2	urn:uuid:82b387f8-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00184622.jpg	http://creativecommons.org/licenses/by/4.0/	Texas A&M University	Texas A&M University	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
4b577cf7-3446-4bf4-9270-ce5f59a479f6	urn:uuid:82b38a32-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000008/AMNH_PBI 00184623.jpg	http://creativecommons.org/licenses/by/4.0/	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	Canadian National Collection of Insects, Agriculture and Agri-Food Canada	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
f28b83c7-406f-4512-80e0-2d66d16e779b	urn:uuid:82d80560-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00149511_Semium_hirtum_female.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
2426ca78-142c-4d10-b119-2a3c2017a7c0	urn:uuid:82d7e15c-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00149697_Tannerocoris_sarcobati_male.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
1525b683-9fa2-4815-b323-bb2946d8bf46	urn:uuid:82d7e422-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00149702_Tannerocoris_sarcobati_female.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
af40fc78-ca30-4d22-ae69-71b73a2ebd2a	urn:uuid:82e04824-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00151716_Conostethus_americanus_female.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
a3979bae-f147-4bec-9fdf-54754e268e1e	urn:uuid:82e049d2-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00151719_Conostethus_americanus_male.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
e5f0e58f-64af-44dc-963b-8ae3920bc1c3	urn:uuid:82e5e0fe-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00154494_Hoplomachidea_consors_male.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
c799c701-8204-4424-b09e-6e972c67dd88	urn:uuid:82e5e220-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00154496_Hoplomachidea_consors_female.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
13e4be40-c656-45f0-ac9e-0ffeb60a253d	urn:uuid:82f094ea-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00158318_Macrotylus_lineolatus_F.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
b219d616-4217-4741-90a9-a3b4cd5ca47d	urn:uuid:82f09a08-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00158321_Macrotylus_tristis_F.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
293e78b4-a7dc-4e13-aa5d-c7d9abc43490	urn:uuid:82f14958-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00158322_Macrotylus_amoenus_M.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
c942bf1f-261c-4047-baa7-257c62ecb355	urn:uuid:82f14cbe-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00158326_Macrotylus_intermedius_F.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
9f240a53-763e-4661-a0a6-a64d2f152cb8	urn:uuid:82f5b1b4-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00159510_Reuteroscopus_ornarus_F.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
d926834a-39df-4f61-917d-3315ea870356	urn:uuid:82f5b43e-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00159657_Reuteroscopus_ornarus_F.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
04aa18ce-31c5-4f73-986d-9b04517013d9	urn:uuid:82f5a23c-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00159695_Plesiodema_sericea_F.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
74765645-d547-4ff4-a37a-c7a574cb80d5	urn:uuid:832c101a-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000009/AMNH_PBI 00159783_Plesiodema_pinicolus_F_PT.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
5b5df94c-228b-4d83-a7b0-81a330112c2d	urn:uuid:8320c00c-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000010/AMNH_PBI 00221614_Atractotomus_kolenati_M.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
9fb96e81-caa4-481f-b405-806a2e1ac07c	urn:uuid:82f7fc4e-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000010/AMNH_PBI 00234320_Macrotylus_sexguttatus_F.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
50cbe5e9-3831-4696-be0c-552d57b709cc	urn:uuid:82fc2242-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000010/AMNH_PBI 00235123_Americodema_nigrolineatum_F.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
499aa733-fff9-453b-b163-e9463d4c83b0	urn:uuid:832c10a6-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000010/AMNH_PBI 00237819_Plesiodema_polhemi_M_PT.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
3426a8ee-5533-4892-9cce-b072d10012e3	urn:uuid:831d9292-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000010/AMNH_PBI 00241338_Criocoris_saliens_F.jpg	http://creativecommons.org/licenses/by/4.0/	Zoological Institute, Russian Academy of Sciences	Zoological Institute, Russian Academy of Sciences	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
2295a1d1-5881-441c-81b3-bfa946251459	urn:uuid:8237da0e-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00063834.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
e1b61aca-9580-4fd2-9bea-3b47f1c07b7b	urn:uuid:8237dab8-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00063860.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
a5e12750-2d4c-4abe-9257-a7a2d81a4571	urn:uuid:8237ea6c-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00063904.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
8d9b334e-21c4-4213-90c1-1bd174fb0e6b	urn:uuid:8237eb16-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00063915.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
f837f607-3707-498d-af67-9ab4460eb9b8	urn:uuid:8237db62-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00063945.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
82cd5b31-a8c5-4236-96bb-ca1d0b70239c	urn:uuid:8237f796-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064040.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
7aa31b78-206f-43e2-824f-1f42c360abf4	urn:uuid:8237f052-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064054.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
adab458a-acfc-40df-a14a-32e0bd862e28	urn:uuid:8237f0fc-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064058.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
22b4e0d7-0ef6-4f7d-b267-6d14b4e344ae	urn:uuid:8237f4f8-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064064.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
1d026f38-c407-4529-bcf8-95c24e6f9806	urn:uuid:8237ec6a-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064089.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
593e60e6-65e8-44d7-a2c3-e3f4416d9225	urn:uuid:8237d8ba-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064186.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
ef73167e-f91e-4195-8042-cf0bf795f669	urn:uuid:8237d964-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064187.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
4715defe-0904-42fd-8747-668248ef1898	urn:uuid:8237dcb6-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064188.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
7b043da8-7cb8-4b8f-b603-9283b21b60a8	urn:uuid:8237dec8-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064189.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
04e6e580-abda-4480-adf2-8f29591d9258	urn:uuid:8237df68-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064190.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
db12b8b6-4e24-4de4-8ef7-6254b0748128	urn:uuid:8237e012-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064191.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
9400b385-075e-47bf-a9be-511bb2b76506	urn:uuid:8237e166-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064192.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
7176b62d-8420-4923-9615-4bcef3a9012c	urn:uuid:8237e26a-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064193.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
db734772-e3a0-423d-8e5a-a0035484ec0e	urn:uuid:8237ebc0-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064195.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
e64a271b-70f9-4d03-9b00-74a8d7860679	urn:uuid:8237ed0a-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064197.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
32a3497f-7b47-4573-935d-0b84760f4171	urn:uuid:8237f19c-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064198.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
f4cc38c6-c16f-4dec-b214-7b723dc43115	urn:uuid:8237f2f0-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064199.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
2e5522e0-c796-4fa8-8773-8e3cf02742d9	urn:uuid:8237feee-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00064200.jpg	http://creativecommons.org/licenses/by/4.0/	John T. Polhemus Collection	John T. Polhemus Collection	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
4b62a6bd-310e-484a-9ac9-78c2226de079	urn:uuid:8237f994-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00068885.jpg	http://creativecommons.org/licenses/by/4.0/	United States National Museum of Natural History	United States National Museum of Natural History	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
f24eb427-ada8-4681-a77b-5c7e1df3d454	urn:uuid:8237de14-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00069174.jpg	http://creativecommons.org/licenses/by/4.0/	United States National Museum of Natural History	United States National Museum of Natural History	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
515b5412-14c3-4a24-9034-e154f54d185d	urn:uuid:8238038a-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00069175.jpg	http://creativecommons.org/licenses/by/4.0/	United States National Museum of Natural History	United States National Museum of Natural History	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
536431bb-639a-40df-b4bc-9ce2ca0b6395	urn:uuid:8237f598-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00073716.jpg	http://creativecommons.org/licenses/by/4.0/	California Department of Food and Agriculture	California Department of Food and Agriculture	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
efb180a0-d184-4ac6-9b1e-2610a71dfbe8	urn:uuid:82380240-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00074924.jpg	http://creativecommons.org/licenses/by/4.0/	University of Kansas, Snow Entomological Museum	University of Kansas, Snow Entomological Museum	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
a11ed63a-24b7-4b0c-8f43-78cb95597de5	urn:uuid:8237e314-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00075393.jpg	http://creativecommons.org/licenses/by/4.0/	Utah State University	Utah State University	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
c415bd3f-7e58-472b-abf7-cfc5bd0eac54	urn:uuid:8237e7ba-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00075394.jpg	http://creativecommons.org/licenses/by/4.0/	Utah State University	Utah State University	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
473e6adc-4a86-4ca9-b4ff-a70d004fc145	urn:uuid:8237fce6-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00079643.jpg	http://creativecommons.org/licenses/by/4.0/	University of California, Berkeley	University of California, Berkeley	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
bb04ef8f-fcad-4163-9147-aa07f295d73a	urn:uuid:82375e94-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00082742.jpg	http://creativecommons.org/licenses/by/4.0/	University of California, Riverside	University of California, Riverside	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
28d058eb-1dff-4c23-82e2-9ebcd7f56507	urn:uuid:8237efa8-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00082744.jpg	http://creativecommons.org/licenses/by/4.0/	University of California, Riverside	University of California, Riverside	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
27e02a7d-469d-47ce-928e-adee97f0e102	urn:uuid:8277c63c-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00082773.jpg	http://creativecommons.org/licenses/by/4.0/	University of California, Riverside	University of California, Riverside	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
8cdd1f71-521f-463b-8629-b7cd01c5c1ab	urn:uuid:8237dd60-d8e1-11e2-99a2-0026552be7ea_RID	image/jpg	https://research.amnh.org/pbi/specimen/specimen/image_folder0000011/AMNH_PBI 00082779.jpg	http://creativecommons.org/licenses/by/4.0/	University of California, Riverside	University of California, Riverside	StillImage	6b546055-ecf5-40dd-a091-67fe6f9531f4
