coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,associatedSpecimenReference,type,subtype,format,metadataLanguage
8192,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000001-dorsal-redu.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000001-dorsal-redu.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000001-dorsal-redutn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000001-dorsal-redu.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)",ASUHIC/2012,http://creativecommons.org/publicdomain/zero/1.0/,"Habitus\dorsal",,urn:uuid:5677cabd-c7ab-451b-8d93-61cf4f6f66c7,"2012-08-09 02:13:09",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=8192,StillImage,Photograph,image/jpeg,en
8192,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000001-lateral-red.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000001-lateral-red.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000001-lateral-redtn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000001-lateral-red.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus\lateral",,urn:uuid:6a7d6506-f72d-4ffe-833d-d70d8dc61a4b,"2012-08-09 02:16:02",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=8192,StillImage,Photograph,image/jpeg,en
8194,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000003-dorsal-redu.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000003-dorsal-redu.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000003-dorsal-redutn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000003-dorsal-redu.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus\dorsal",,urn:uuid:2ff30b79-d0b8-4394-b6d3-f379ab56b38f,"2012-08-09 02:17:51",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=8194,StillImage,Photograph,image/jpeg,en
8194,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000003-lateral-red.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000003-lateral-red.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000003-lateral-redtn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000003-lateral-red.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus\lateral",,urn:uuid:2583f0cf-0378-4811-9ee8-63882c84898a,"2012-08-09 02:18:50",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=8194,StillImage,Photograph,image/jpeg,en
8198,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000007-dorsal-redu.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000007-dorsal-redu.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000007-dorsal-redutn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000007-dorsal-redu.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus\dorsal",,urn:uuid:f9d9ee4a-2961-4c46-87c1-49802643909d,"2012-08-09 02:20:19",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=8198,StillImage,Photograph,image/jpeg,en
8198,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000007-lateral-red.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000007-lateral-red.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000007-lateral-redtn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201203/ASUHIC0000007-lateral-red.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus\lateral",,urn:uuid:e38aa24e-47ff-4c06-a162-096df71b5280,"2012-08-09 02:20:53",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=8198,StillImage,Photograph,image/jpeg,en
357556,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201207/ASUHIC0006966_habitus_latlg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201207/ASUHIC0006966_habitus_latlg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201207/ASUHIC0006966_habitus_lattn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201207/ASUHIC0006966_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:8b5e7457-bac3-4dcb-87b9-fe21329ef9d0,"2012-08-09 02:27:44",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=357556,StillImage,Photograph,image/jpeg,en
357620,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201207/ASUHIC0007176_habitus_latlg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201207/ASUHIC0007176_habitus_latlg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201207/ASUHIC0007176_habitus_lattn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201207/ASUHIC0007176_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","CC0 1.0 (Public-domain)",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus\lateral",,urn:uuid:53d09d45-a63f-454d-8a39-e47511e94d78,"2012-08-09 02:29:08",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=357620,StillImage,Photograph,image/jpeg,en
13582,http://symbiota4.acis.ufl.edu/imglib/scan/Curculionidae/ASUHIC0006826_habitus_latlg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/Curculionidae/ASUHIC0006826_habitus_latlg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/Curculionidae/ASUHIC0006826_habitus_lattn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/Curculionidae/ASUHIC0006826_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:2e596c19-bd9d-4a5d-837c-227c9b7ad309,"2012-08-25 18:41:02",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=13582,StillImage,Photograph,image/jpeg,en
363436,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007214_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007214_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007214_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007214_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:4e505c79-8be4-4722-98ea-80c3f5978e99,"2012-09-21 20:44:48",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=363436,StillImage,Photograph,image/jpeg,en
363465,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007185_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007185_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007185_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007185_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:7b5a3e1b-ca63-466f-ac9d-45aa118ac230,"2012-09-22 00:13:16",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=363465,StillImage,Photograph,image/jpeg,en
431424,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012282_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012282_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012282_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012282_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:985d23e6-335e-40c8-91ca-ef53eef35043,"2012-09-22 00:21:59",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=431424,StillImage,Photograph,image/jpeg,en
363684,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007175_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007175_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007175_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007175_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:ad9816ee-86c5-40ea-9fff-4306d7371229,"2012-09-24 00:08:11",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=363684,StillImage,Photograph,image/jpeg,en
363684,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007175_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007175_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007175_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007175_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:beee2aa7-f30d-428b-ba39-9e51a30f675c,"2012-09-24 13:35:16",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=363684,StillImage,Photograph,image/jpeg,en
363465,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007185_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007185_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007185_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007185_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:53cbf7d3-a980-44b2-9cd6-63182503d8cc,"2012-09-24 16:14:53",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=363465,StillImage,Photograph,image/jpeg,en
363436,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007214_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007214_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007214_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007214_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:7fc0a1ce-d29c-426a-9ea3-a3cc1aaeee3c,"2012-09-25 17:11:07",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=363436,StillImage,Photograph,image/jpeg,en
430540,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012113_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012113_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012113_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012113_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:590621ea-92df-457c-91a6-0fcfdba29523,"2012-09-25 17:14:37",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=430540,StillImage,Photograph,image/jpeg,en
431424,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012282_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012282_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012282_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012282_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:c4b85b68-c1ed-4cc3-93b6-f7f244843e6d,"2012-09-28 13:38:28",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=431424,StillImage,Photograph,image/jpeg,en
430540,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012113_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012113_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012113_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0012113_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:acb842b4-c7ad-4800-8c31-7659e18ff629,"2012-09-28 17:23:22",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=430540,StillImage,Photograph,image/jpeg,en
429875,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007294_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007294_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007294_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007294_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:f0f9bff2-863f-4eaf-8b87-8d3a52cf2bbd,"2012-09-28 19:31:27",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=429875,StillImage,Photograph,image/jpeg,en
429875,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007294_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007294_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007294_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201209/ASUHIC0007294_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:52699c7d-30b2-41a5-9cec-d6d8f317bb43,"2012-09-28 22:30:15",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=429875,StillImage,Photograph,image/jpeg,en
482292,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014904_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014904_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014904_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014904_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:aed7ada3-1c2e-4657-9f46-7f1dd8c06594,"2012-10-03 17:21:29",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=482292,StillImage,Photograph,image/jpeg,en
482292,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014904_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014904_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014904_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014904_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:98bc884e-3b7b-460b-8967-e7882b00aa37,"2012-10-04 13:07:03",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=482292,StillImage,Photograph,image/jpeg,en
432295,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012839_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012839_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012839_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012839_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:e682a5f0-e71f-4e0f-b097-e0c033e7d49b,"2012-10-04 14:10:28",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=432295,StillImage,Photograph,image/jpeg,en
432295,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012839_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012839_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012839_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012839_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:89cf2e71-b19f-4fec-a0a8-ef5d2fe60826,"2012-10-04 14:25:09",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=432295,StillImage,Photograph,image/jpeg,en
431952,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012812_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012812_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012812_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012812_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:a6bfc035-31e1-4fda-9006-f2c03b8e18c0,"2012-10-05 14:16:53",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=431952,StillImage,Photograph,image/jpeg,en
431952,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012812_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012812_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012812_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0012812_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:c1ab7424-4f37-4594-b16d-0a96172e08a4,"2012-10-05 14:54:10",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=431952,StillImage,Photograph,image/jpeg,en
482868,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014027_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014027_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014027_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014027_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:35729b77-932c-41f5-aa25-0f8fd83cc5f7,"2012-10-05 16:00:06",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=482868,StillImage,Photograph,image/jpeg,en
482868,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014027_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014027_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014027_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0014027_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:8eaccb69-6569-4570-bb94-a3a5e4eefae8,"2012-10-05 16:50:40",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=482868,StillImage,Photograph,image/jpeg,en
9187,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000857_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000857_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000857_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000857_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:f976e9dc-8eee-41cd-b636-81189bba5acd,"2012-10-12 14:08:16",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=9187,StillImage,Photograph,image/jpeg,en
9187,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000857_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000857_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000857_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000857_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:3b741064-1ac1-421d-84ba-887c69a3869d,"2012-10-12 16:02:37",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=9187,StillImage,Photograph,image/jpeg,en
9129,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000838_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000838_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000838_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000838_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:0ba1ec84-2051-4368-8fdc-2edd809b0062,"2012-10-12 17:50:34",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=9129,StillImage,Photograph,image/jpeg,en
9129,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000838_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000838_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000838_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201210/ASUHIC0000838_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2012",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:bcd81238-e34b-4a1a-84b8-38195ff8dec5,"2012-10-12 18:21:55",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=9129,StillImage,Photograph,image/jpeg,en
