coreid,identifier,accessURI,thumbnailAccessURI,goodQualityAccessURI,rights,Owner,UsageTerms,WebStatement,caption,comments,providerManagedID,MetadataDate,associatedSpecimenReference,type,subtype,format,metadataLanguage
828361,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0023879_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0023879_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0023879_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0023879_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:3be6b7ff-9b47-42e5-81f0-3ae31cff9fb6,"2013-05-02 15:30:37",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=828361,StillImage,Photograph,image/jpeg,en
917205,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0015262_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0015262_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0015262_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0015262_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:44c49fb0-e21d-409f-b7fc-7fa6f7a0c5a6,"2013-05-02 16:39:11",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=917205,StillImage,Photograph,image/jpeg,en
917205,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0015262_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0015262_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0015262_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0015262_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:2a2c56dc-5000-4397-bcdc-9a642a2d22cc,"2013-05-02 16:39:32",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=917205,StillImage,Photograph,image/jpeg,en
358049,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003512_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003512_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003512_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003512_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:8df4ef9f-7cce-4fb9-b65c-44c13722dfa2,"2013-05-02 17:06:27",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=358049,StillImage,Photograph,image/jpeg,en
358049,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003512_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003512_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003512_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003512_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:f18e4e4c-6c13-4a74-a3ae-6e24a82b10b0,"2013-05-02 17:06:52",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=358049,StillImage,Photograph,image/jpeg,en
358031,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003494_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003494_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003494_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003494_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:b16043f3-bef2-4186-9d7e-eb22ea939bed,"2013-05-03 13:35:35",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=358031,StillImage,Photograph,image/jpeg,en
358031,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003494_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003494_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003494_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003494_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:c472b0ac-2b63-4c50-83eb-7041a8aa8bc6,"2013-05-03 13:35:59",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=358031,StillImage,Photograph,image/jpeg,en
358027,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003490_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003490_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003490_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003490_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:e9edaea0-2149-4e2c-ac30-0ea6b51e7ff8,"2013-05-03 14:43:52",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=358027,StillImage,Photograph,image/jpeg,en
358027,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003490_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003490_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003490_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0003490_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:038315cb-0ea0-4725-a43b-89803b8b7c7a,"2013-05-03 14:44:25",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=358027,StillImage,Photograph,image/jpeg,en
918783,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0024061_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0024061_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0024061_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0024061_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:9a7f0b8b-9fe1-4fc9-8c5d-0d8146dd8a82,"2013-05-30 14:19:16",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=918783,StillImage,Photograph,image/jpeg,en
918783,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0024061_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0024061_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0024061_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201305/ASUHIC0024061_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:ebe2abb8-5d6d-407f-bf05-8bc9e4140031,"2013-05-30 14:19:37",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=918783,StillImage,Photograph,image/jpeg,en
826107,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0022611_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0022611_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0022611_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0022611_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:3efd33ea-01a8-499a-a701-2eea5e937d7f,"2013-06-13 12:24:16",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=826107,StillImage,Photograph,image/jpeg,en
826107,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0022611_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0022611_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0022611_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0022611_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:7d82de13-7bd4-4b4a-b8ff-2e83a638c3bc,"2013-06-13 12:24:44",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=826107,StillImage,Photograph,image/jpeg,en
359117,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003639_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003639_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003639_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003639_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:4f03d0c6-7981-45e7-8629-365e6ad25113,"2013-06-24 13:54:22",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=359117,StillImage,Photograph,image/jpeg,en
359117,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003639_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003639_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003639_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003639_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:c296fc86-c89a-49ce-bba8-cd7f0b242da3,"2013-06-24 13:55:09",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=359117,StillImage,Photograph,image/jpeg,en
359319,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008437_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008437_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008437_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008437_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:e638bb0e-231f-4c40-a4fb-f16d251c5e5c,"2013-06-24 15:09:29",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=359319,StillImage,Photograph,image/jpeg,en
359319,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008437_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008437_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008437_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008437_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:b9dddad2-7381-449c-b16e-ab5390acfb82,"2013-06-24 15:10:03",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=359319,StillImage,Photograph,image/jpeg,en
359313,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008431_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008431_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008431_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008431_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:adfbea98-a0c1-4f06-9efa-130da7ee214f,"2013-06-24 17:48:25",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=359313,StillImage,Photograph,image/jpeg,en
359313,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008431_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008431_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008431_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0008431_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:65cbba0c-1277-4cbd-9246-e9f90fdef4e8,"2013-06-24 17:48:53",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=359313,StillImage,Photograph,image/jpeg,en
8224,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0000036_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0000036_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0000036_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0000036_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:e6ee3c6a-a441-4b7c-9359-b4ab544900b5,"2013-06-25 17:47:57",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=8224,StillImage,Photograph,image/jpeg,en
8224,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0000036_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0000036_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0000036_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0000036_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:764883f5-8b72-4243-b6cf-4a19257b518c,"2013-06-25 17:49:01",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=8224,StillImage,Photograph,image/jpeg,en
11443,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003259_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003259_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003259_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003259_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:2029c75d-d044-4f9d-9d0a-1a55ecfeacd0,"2013-06-27 15:42:29",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=11443,StillImage,Photograph,image/jpeg,en
11443,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003259_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003259_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003259_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0003259_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:5e18740f-8f8f-4028-a881-288261729b25,"2013-06-27 15:42:56",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=11443,StillImage,Photograph,image/jpeg,en
797766,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017217_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017217_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017217_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017217_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:83eb20cd-4355-4a9f-84fd-892eb2f4b10c,"2013-06-27 17:48:01",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=797766,StillImage,Photograph,image/jpeg,en
797766,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017217_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017217_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017217_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017217_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:7836c38b-b280-4a8f-9c02-4cd28558d702,"2013-06-27 17:48:54",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=797766,StillImage,Photograph,image/jpeg,en
797771,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017220_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017220_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017220_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017220_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:715f6aab-efb6-4543-91d9-42eb5d65f1f8,"2013-06-27 19:29:32",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=797771,StillImage,Photograph,image/jpeg,en
797771,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017220_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017220_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017220_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201306/ASUHIC0017220_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:0399fd5d-cd41-49d3-aaf8-9aa8ddafc6b9,"2013-06-27 19:30:24",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=797771,StillImage,Photograph,image/jpeg,en
918788,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201307/ASUHIC0024064_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201307/ASUHIC0024064_habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201307/ASUHIC0024064_habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201307/ASUHIC0024064_habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:bce12adc-6631-40c5-a0cf-0faf78911fc4,"2013-07-01 16:01:27",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=918788,StillImage,Photograph,image/jpeg,en
918788,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201307/ASUHIC0024064_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201307/ASUHIC0024064_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201307/ASUHIC0024064_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201307/ASUHIC0024064_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:3a46e345-d8e4-4015-ab13-d914d42c78f8,"2013-07-01 16:02:08",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=918788,StillImage,Photograph,image/jpeg,en
1035474,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0000090_Habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0000090_Habitus_lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0000090_Habitus_lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0000090_Habitus_lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:a0cf6531-c203-4ab9-821b-f6977430be3c,"2013-08-09 16:45:04",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=1035474,StillImage,Photograph,image/jpeg,en
1035474,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0000090_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0000090_habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0000090_habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0000090_habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:441344cc-96e9-4840-a1b9-68800d4e6092,"2013-08-09 16:45:54",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=1035474,StillImage,Photograph,image/jpeg,en
359377,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0008463_Habitus_Lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0008463_Habitus_Lat_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0008463_Habitus_Lat_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0008463_Habitus_Lat.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, lateral",,urn:uuid:b53a67bd-dc5c-4328-a853-f3c99a8bb7d4,"2013-08-09 16:48:04",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=359377,StillImage,Photograph,image/jpeg,en
359377,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0008463_Habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0008463_Habitus_dor_lg.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0008463_Habitus_dor_tn.jpg,http://symbiota4.acis.ufl.edu/imglib/scan/ASU/201308/ASUHIC0008463_Habitus_dor.jpg,,"Arizona State University Hasbrouck Insect Collection (ASU-ASUHIC)","ASUHIC, 2013",http://creativecommons.org/publicdomain/zero/1.0/,"Habitus, dorsal",,urn:uuid:bddf6207-0c82-4613-99ea-a7e4c4332eb4,"2013-08-09 16:48:38",http://symbiota4.acis.ufl.edu/scan/portal/collections/individual/index.php?occid=359377,StillImage,Photograph,image/jpeg,en
